id;top
12189;[6875, 6871, 6874, 6879, 6868, 6869, 6882, 6876, 6878, 1409]
12190;[6875, 6871, 6868, 6874, 6879, 6876, 6869, 6882, 6870, 6878]
12191;[6875, 6879, 6871, 6876, 6878, 6868, 1409, 6874, 6882, 6870]
12192;[6875, 6871, 6874, 6882, 6870, 6879, 1409, 6868, 6876, 6869]
12193;[6871, 6868, 6870, 6875, 6879, 6876, 6882, 6869, 6874, 6881]
12194;[6871, 6875, 6876, 6879, 6868, 6874, 6870, 1409, 6882, 6877]
12195;[6875, 6871, 6868, 6870, 6876, 6882, 6879, 1409, 6874, 4975]
12196;[6871, 6868, 6870, 6874, 6875, 6879, 6882, 1409, 6877, 6876]
12197;[6868, 6870, 6871, 6875, 6882, 6879, 6874, 6876, 6880, 1409]
12198;[6871, 6875, 6856, 6879, 5397, 6868, 6882, 6808, 6824, 6831]
12199;[6871, 6875, 6879, 1409, 6882, 6868, 6876, 6877, 4975, 6870]
12200;[6871, 6868, 6875, 6869, 1409, 6882, 6879, 6870, 6874, 6877]
12201;[6871, 6875, 6868, 6882, 6869, 6879, 6870, 6873, 4975, 6876]
12202;[6875, 6871, 6878, 6870, 6879, 6868, 6876, 6882, 6874, 6869]
12203;[6875, 6871, 6876, 6869, 6882, 6879, 6870, 6834, 6878, 6877]
12204;[6875, 6871, 6882, 6876, 6879, 6869, 6868, 6870, 6874, 1409]
12205;[6875, 6871, 6870, 6879, 1409, 6882, 6876, 6869, 6868, 6877]
12206;[6871, 6875, 6882, 6868, 6870, 6879, 6873, 6874, 6876, 6869]
12207;[6871, 6875, 6879, 6882, 6876, 1409, 6868, 6877, 6870, 6874]
12208;[6871, 6879, 6868, 6875, 6882, 6876, 6877, 1409, 6874, 6870]
12209;[6871, 6868, 6875, 6879, 6876, 6870, 6878, 6882, 6874, 6877]
