id;top
05552;[4898, 5774, 2784, 3641, 537, 2637, 245, 982, 3806, 3616]
05553;[5514, 5512, 2526, 4026, 3142, 505, 5513, 5038, 4898, 6683]
05554;[4898, 1466, 1902, 2922, 5682, 3442, 4323, 4419, 2544, 2229]
05555;[5087, 2616, 5084, 3366, 70, 6333, 2251, 3269, 4208, 6227]
05556;[5087, 6227, 6333, 2616, 70, 1843, 2644, 5084, 3366, 4492]
05557;[6583, 2792, 2793, 6624, 4604, 45, 4755, 1853, 5675, 2644]
05558;[2895, 2894, 6541, 4331, 4328, 6239, 4308, 6543, 2414, 4468]
05559;[390, 2484, 5433, 391, 6545, 6215, 5180, 6214, 2412, 1491]
05560;[4310, 982, 6335, 5999, 2991, 1305, 5590, 456, 4273, 369]
05561;[5514, 5512, 1049, 4971, 3625, 2951, 5513, 4333, 589, 5038]
05562;[2893, 5104, 4311, 4024, 24, 1928, 5159, 5157, 554, 546]
05563;[158, 5868, 989, 2894, 5490, 70, 4438, 2895, 1254, 875]
05564;[6241, 4861, 5490, 982, 3924, 290, 4860, 2607, 2791, 2644]
05565;[5087, 5104, 4844, 554, 6333, 3782, 1588, 2893, 4311, 546]
05566;[4213, 628, 571, 3606, 4359, 2919, 1727, 567, 4945, 4805]
05567;[4025, 4028, 6255, 5311, 3481, 783, 5428, 4380, 91, 6247]
05568;[24, 2, 3481, 6436, 169, 877, 6217, 6240, 313, 3158]
05569;[1928, 6660, 1926, 4311, 1021, 877, 6659, 5311, 3916, 2640]
05570;[5275, 1806, 6034, 3918, 1586, 1305, 3952, 4025, 3979, 437]
05571;[2408, 2828, 3843, 6412, 3924, 372, 3976, 6649, 338, 2439]
05572;[1781, 2950, 3391, 458, 6536, 1925, 1779, 1936, 1061, 4902]
05573;[5947, 3003, 5023, 5140, 3358, 6585, 3269, 2357, 3213, 1849]
05574;[1618, 3817, 3737, 1659, 429, 2665, 4056, 5649, 226, 227]
05575;[6648, 2043, 2572, 2987, 941, 2404, 214, 2942, 5076, 5298]
05576;[4310, 6734, 3271, 425, 497, 628, 3952, 4902, 3392, 3391]
05577;[959, 1592, 4996, 3919, 3387, 4627, 3157, 2185, 1763, 1923]
05578;[4622, 971, 3619, 6333, 5200, 970, 4627, 4239, 1200, 1557]
05579;[5087, 554, 5159, 1928, 4311, 3366, 5104, 3252, 24, 5652]
05580;[6582, 5239, 912, 5819, 2408, 5103, 5502, 5433, 1705, 2105]
05581;[2895, 1042, 5537, 6227, 5159, 5087, 2479, 6004, 6295, 2640]
05582;[6004, 3016, 4366, 284, 153, 5425, 710, 2783, 6463, 586]
05583;[4850, 3233, 3536, 727, 437, 5607, 4558, 5609, 5610, 5950]
05584;[4850, 727, 3187, 1804, 3186, 4558, 3151, 5428, 4937, 5838]
05585;[245, 5472, 6709, 3829, 4634, 5596, 29, 4635, 3233, 951]
05586;[2784, 711, 5528, 5492, 5240, 2840, 576, 6122, 6711, 3929]
05587;[2464, 2516, 1545, 214, 1663, 2226, 2656, 6650, 5013, 1859]
05588;[3709, 3590, 2894, 6675, 3036, 4801, 3677, 2412, 4022, 3686]
05589;[2733, 4119, 4461, 4459, 973, 5949, 3202, 6603, 1655, 2104]
05590;[4380, 5134, 175, 6626, 5084, 4924, 49, 5367, 892, 5932]
05591;[4208, 6660, 3366, 3918, 5687, 3912, 4273, 3192, 5157, 290]
05592;[5687, 5311, 3918, 3282, 2919, 4686, 1399, 5123, 3934, 1214]
05593;[4236, 6753, 6050, 1560, 3371, 5433, 4177, 305, 49, 1314]
05594;[1903, 5001, 2187, 4177, 1719, 911, 1882, 3127, 1421, 1881]
05595;[2639, 710, 3232, 5412, 5897, 911, 2224, 6534, 1671, 6256]
05596;[5947, 6579, 5819, 6630, 3633, 2389, 1870, 142, 5984, 2354]
05597;[4740, 2515, 6603, 973, 2087, 5034, 3679, 2648, 1423, 4750]
05598;[6603, 4740, 3481, 717, 973, 3679, 2087, 1385, 899, 205]
05599;[2359, 2357, 5285, 4350, 5905, 6639, 3317, 6199, 2355, 2418]
05600;[4639, 4867, 5556, 4863, 4868, 4865, 5808, 3886, 1929, 2759]
05601;[5011, 5094, 5034, 5003, 5014, 5056, 5035, 5031, 245, 5013]
05602;[3187, 1316, 2155, 1813, 3186, 5277, 3276, 3269, 4253, 1570]
05603;[6042, 5269, 727, 3934, 6044, 5270, 2648, 2932, 4005, 1547]
05604;[5270, 5123, 3934, 2953, 5269, 463, 5428, 4650, 1095, 5925]
05605;[3187, 3276, 3186, 1316, 2155, 1813, 4253, 390, 1745, 5994]
05606;[5270, 4565, 1803, 1181, 4039, 1653, 6044, 4582, 1430, 731]
05607;[3187, 1316, 2155, 1813, 3276, 5277, 4253, 3186, 6599, 1570]
05608;[1690, 4311, 2036, 3465, 3077, 24, 3830, 2129, 1267, 4137]
05609;[4860, 4861, 4858, 6241, 6295, 4524, 3527, 3110, 6227, 6252]
05610;[5030, 3135, 365, 2237, 1857, 6087, 3343, 4248, 1709, 3282]
05611;[2963, 5774, 245, 5821, 2996, 1426, 5428, 1513, 5769, 784]
05612;[1830, 1745, 5995, 1382, 1639, 1813, 3187, 727, 6460, 1224]
05613;[2181, 3519, 5496, 369, 3392, 5964, 313, 1440, 2071, 3719]
05614;[1399, 313, 2181, 572, 1050, 6725, 1864, 2200, 4686, 3619]
05615;[2036, 5956, 11, 3465, 1878, 313, 1613, 6333, 2181, 2698]
05616;[2181, 313, 289, 5508, 1399, 5767, 4792, 2702, 968, 5186]
05617;[5280, 2361, 911, 2327, 313, 4982, 1639, 11, 2324, 2367]
05618;[2367, 245, 1426, 369, 4866, 1830, 3755, 5956, 1902, 5428]
05619;[5226, 5508, 11, 1120, 2181, 2401, 2361, 6306, 501, 4627]
05620;[5821, 3391, 2701, 6538, 3392, 3651, 1830, 5428, 5950, 2991]
05621;[6765, 4224, 6754, 3007, 388, 3282, 79, 1410, 4426, 3777]
05622;[3819, 3809, 3834, 3805, 6487, 3934, 1176, 4710, 4708, 896]
05623;[4740, 6603, 2087, 5091, 1981, 3679, 3245, 3244, 973, 1759]
05624;[6603, 973, 717, 3679, 4740, 2087, 4137, 6437, 2638, 1320]
05625;[3333, 3952, 3951, 2401, 750, 4378, 1074, 6725, 6493, 4256]
05626;[3085, 2366, 3909, 3972, 5618, 4470, 2475, 5853, 4292, 6655]
05627;[1560, 5122, 3909, 6429, 1872, 2619, 5758, 6658, 1158, 3876]
05628;[6457, 5820, 6482, 3990, 45, 1491, 3675, 3992, 3672, 6220]
05629;[1586, 3619, 6034, 1390, 5280, 3870, 6715, 6333, 911, 5183]
05630;[6085, 5868, 2667, 5651, 245, 5677, 2576, 5248, 2010, 254]
05631;[4750, 6708, 1067, 4677, 4399, 245, 922, 5670, 4634, 2071]
05632;[6215, 5005, 5448, 5677, 4435, 628, 6214, 3391, 4408, 839]
05633;[2207, 787, 2348, 3104, 5234, 369, 5260, 633, 104, 786]
05634;[3531, 3563, 1640, 3562, 1947, 2440, 4101, 857, 6687, 5819]
05635;[2071, 1613, 5956, 5428, 770, 2412, 1830, 2181, 6333, 5087]
05636;[1270, 3977, 4555, 5895, 329, 452, 5801, 1083, 3542, 6576]
05637;[1421, 474, 4726, 6544, 4308, 3487, 2769, 4137, 5502, 6543]
05638;[2392, 963, 5749, 5751, 3548, 5478, 4292, 5448, 5955, 5731]
05639;[2464, 2070, 2519, 3683, 1463, 5710, 5986, 3433, 6766, 750]
05640;[5534, 5535, 3016, 2408, 1092, 2478, 2760, 2207, 5546, 4031]
05641;[2811, 2901, 3155, 2841, 456, 2795, 2808, 1288, 3953, 2799]
05642;[3808, 2037, 3829, 2016, 2224, 6668, 5393, 4443, 6051, 3400]
05643;[5087, 5491, 6333, 5486, 554, 5085, 6034, 1588, 546, 2243]
05644;[5087, 6034, 5486, 5491, 6333, 554, 1588, 5085, 4213, 5352]
05645;[5087, 5486, 5085, 6034, 554, 5491, 4491, 5352, 6442, 5367]
05646;[5087, 5085, 5486, 3269, 5485, 554, 1588, 5491, 4924, 546]
05647;[3183, 3416, 4745, 5638, 4744, 4657, 4714, 6026, 1666, 1436]
05648;[6599, 3187, 3183, 3186, 4417, 4825, 4510, 4744, 5638, 5677]
05649;[3187, 3186, 5638, 3183, 3416, 6599, 82, 4825, 1666, 1720]
05650;[4253, 6599, 1316, 3187, 3183, 5324, 5638, 5352, 3186, 3736]
05651;[6603, 973, 3679, 1262, 717, 2733, 6437, 4740, 205, 2638]
05652;[717, 6603, 4740, 3679, 973, 3649, 6067, 6134, 1851, 6314]
05653;[6603, 973, 4164, 1264, 4740, 919, 717, 2515, 3679, 1320]
05654;[824, 6204, 573, 4321, 2499, 1714, 311, 2005, 5944, 5517]
05655;[852, 2595, 3738, 3808, 4119, 165, 3460, 6674, 3371, 4029]
05656;[1613, 1324, 6603, 1611, 3932, 1531, 1381, 6536, 2155, 356]
05657;[6603, 1781, 6536, 2950, 5123, 3139, 973, 1027, 4922, 5976]
05658;[2616, 70, 5098, 4208, 3366, 253, 2384, 5087, 4492, 6460]
05659;[2616, 3366, 2862, 253, 70, 2384, 2615, 6333, 158, 2251]
05660;[2895, 5087, 5159, 3366, 6655, 1982, 1928, 3364, 3976, 6227]
05661;[2616, 2615, 122, 418, 6655, 6333, 4273, 3366, 2384, 4851]
05662;[2616, 6333, 3366, 5491, 2207, 6655, 2862, 4213, 2615, 49]
05663;[3369, 2421, 225, 6032, 4116, 147, 1137, 1508, 336, 3106]
05664;[3786, 3301, 4117, 5980, 4921, 2421, 5258, 5151, 4638, 4641]
05665;[5258, 6454, 6042, 2018, 3770, 2909, 1208, 3795, 2336, 2631]
05666;[5258, 6042, 5269, 1622, 3879, 3770, 4890, 1653, 6454, 2909]
05667;[4117, 3301, 5980, 3786, 2421, 4921, 3560, 5258, 1668, 4116]
05668;[3301, 3786, 4117, 4921, 5980, 2421, 5258, 3049, 1224, 5151]
05669;[3997, 4686, 6660, 3206, 2207, 4359, 2201, 6522, 5231, 4239]
05670;[3940, 1502, 1504, 2735, 2307, 2374, 5653, 1926, 2358, 5536]
05671;[3187, 3186, 6368, 5971, 5400, 165, 5677, 3442, 5390, 1819]
05672;[6333, 1586, 4627, 807, 5084, 2630, 175, 2053, 4528, 5087]
05673;[6585, 6333, 4492, 5087, 3003, 5653, 3366, 934, 6621, 2251]
05674;[5653, 3285, 3920, 6585, 5087, 2345, 3003, 6333, 2616, 2640]
05675;[6708, 5344, 1162, 1326, 5199, 2864, 4634, 4956, 4997, 1067]
05676;[2251, 5264, 5715, 5518, 4101, 4627, 6333, 4528, 175, 5590]
05677;[2751, 2750, 3269, 5590, 2251, 2698, 5491, 1849, 6429, 2384]
05678;[2751, 2381, 2184, 5590, 1148, 6429, 4372, 2251, 6702, 6034]
05679;[3187, 3186, 3183, 1439, 5677, 3242, 4768, 5005, 330, 4632]
05680;[3242, 4266, 5677, 165, 2750, 2580, 3862, 3186, 2946, 965]
05681;[4337, 1513, 1262, 3097, 1221, 2412, 6258, 6487, 5892, 4418]
05682;[1947, 4452, 6763, 3934, 2534, 5975, 1781, 2885, 1779, 1399]
05683;[26, 3187, 3186, 4937, 6599, 4256, 5472, 1225, 5629, 6085]
05684;[4811, 3737, 4748, 5968, 2627, 1590, 5451, 6644, 3764, 5469]
05685;[2733, 3187, 6085, 1225, 1639, 26, 5277, 3186, 1264, 2638]
05686;[3934, 5868, 1745, 5964, 1173, 245, 570, 6460, 6415, 1081]
05687;[5774, 893, 3934, 5821, 570, 6538, 3914, 2637, 3915, 5330]
05688;[458, 6536, 1034, 1254, 443, 5186, 1143, 2359, 917, 313]
05689;[4443, 1288, 26, 2809, 1313, 4444, 3952, 3155, 6763, 4046]
05690;[5961, 5335, 5766, 1050, 5504, 5964, 2169, 5767, 6343, 5868]
05691;[1518, 1791, 3485, 2506, 210, 4007, 890, 4784, 953, 2520]
05692;[2982, 5964, 2112, 6277, 5234, 5769, 1475, 5128, 2037, 724]
05693;[4443, 26, 1288, 1313, 3155, 4235, 413, 4444, 1067, 5596]
05694;[4839, 3857, 2289, 1967, 5186, 5005, 6734, 3183, 3199, 3201]
05695;[6603, 1613, 717, 1324, 973, 2445, 6708, 1611, 3679, 386]
05696;[6603, 4740, 824, 3679, 973, 717, 2087, 205, 951, 1851]
05697;[6282, 6264, 988, 310, 4277, 4568, 5203, 2587, 4483, 2538]
05698;[3424, 6228, 3328, 3016, 312, 5841, 1613, 5486, 4627, 1611]
05699;[5486, 6543, 6228, 5485, 3815, 2274, 6541, 4408, 1613, 3222]
05700;[2692, 142, 5947, 5370, 1520, 5294, 2354, 5819, 2495, 6579]
05701;[5486, 5087, 5485, 3269, 48, 5491, 3353, 4528, 5684, 3044]
05702;[5486, 5485, 4530, 4924, 5087, 3269, 5134, 4528, 5518, 4627]
05703;[5486, 5485, 6367, 4115, 5087, 5122, 2668, 677, 6545, 3269]
05704;[5486, 5485, 5087, 3269, 5085, 6333, 3931, 3916, 5491, 677]
05705;[5550, 3016, 3022, 5556, 2759, 5486, 5551, 1927, 5555, 5819]
05706;[1843, 5511, 4473, 2867, 963, 5642, 4940, 4900, 4339, 3282]
05707;[2358, 5511, 2987, 4940, 2181, 2371, 343, 2356, 5534, 3307]
05708;[5899, 5890, 2371, 3467, 2207, 1959, 148, 526, 3049, 1630]
05709;[3244, 3243, 717, 2547, 2052, 6603, 3245, 5853, 1920, 4177]
05710;[2973, 822, 973, 1613, 1324, 5057, 2071, 1426, 3067, 6603]
05711;[6328, 330, 3183, 5807, 4632, 1061, 5670, 2580, 973, 2155]
05712;[6603, 1613, 973, 5853, 717, 3679, 2087, 2071, 1842, 3067]
05713;[6603, 5360, 2087, 5956, 3174, 4740, 4474, 3679, 85, 4627]
05714;[3641, 3492, 6261, 4569, 2879, 5078, 165, 243, 587, 3929]
05715;[3187, 5277, 3391, 5995, 4310, 2907, 338, 5271, 4054, 3934]
05716;[1865, 6223, 681, 3951, 4228, 6155, 1677, 2327, 3602, 5366]
05717;[1978, 5460, 2874, 1979, 2779, 172, 2812, 3253, 2641, 690]
05718;[6358, 1727, 6398, 1804, 1909, 1448, 2407, 2256, 2761, 994]
05719;[4884, 2919, 2540, 5275, 4924, 2730, 6126, 609, 3106, 4095]
05720;[6644, 3436, 582, 4891, 437, 6148, 4811, 1024, 174, 1590]
05721;[5311, 3126, 5492, 1165, 6228, 5013, 1166, 3235, 3206, 5060]
05722;[666, 5413, 3738, 3862, 4466, 608, 4829, 3808, 2604, 3460]
05723;[290, 783, 5060, 2036, 2130, 4281, 6067, 3934, 5880, 6278]
05724;[2408, 3934, 290, 2893, 5157, 5104, 5936, 3886, 1446, 3843]
05725;[4861, 3527, 1342, 6241, 6259, 6250, 2479, 3934, 1690, 2953]
05726;[2356, 1738, 5194, 857, 6328, 617, 5139, 656, 2358, 3471]
05727;[1718, 3934, 92, 1728, 3514, 1475, 5013, 2284, 3513, 1640]
05728;[4140, 1693, 5414, 2073, 3192, 1443, 1533, 3282, 2026, 2862]
05729;[1019, 3649, 4245, 3646, 925, 4098, 4208, 4215, 986, 1560]
05730;[5206, 583, 5957, 3192, 2354, 5370, 5947, 3317, 3107, 4105]
05731;[1982, 123, 1371, 1707, 4512, 120, 5498, 113, 4208, 2384]
05732;[5087, 2783, 70, 5085, 554, 3269, 5084, 6239, 4213, 5590]
05733;[5087, 5490, 554, 5554, 1862, 4627, 6333, 5551, 5084, 1770]
05734;[5087, 6333, 554, 5085, 70, 2987, 5652, 4213, 4844, 5084]
05735;[5087, 554, 2783, 6239, 5085, 546, 1588, 5084, 70, 2715]
05736;[142, 503, 3639, 1520, 5936, 2358, 3954, 4527, 487, 5928]
05737;[2358, 2356, 610, 4851, 6698, 1504, 2303, 4632, 934, 2357]
05738;[463, 1640, 5775, 1421, 3198, 2389, 4308, 4101, 5443, 956]
05739;[1531, 356, 49, 1162, 2074, 2613, 5270, 3642, 2155, 5428]
05740;[6709, 584, 1830, 4474, 6444, 5914, 842, 4902, 2515, 3266]
05741;[4627, 5491, 628, 3619, 4241, 5486, 1864, 6333, 988, 1488]
05742;[3187, 3186, 338, 727, 1813, 4558, 1639, 4253, 2544, 1830]
05743;[3187, 3186, 4558, 4253, 6599, 727, 1061, 3276, 5352, 5277]
05744;[6034, 2042, 3187, 2361, 3416, 5638, 4261, 3183, 2013, 2748]
05745;[4253, 3187, 923, 727, 6599, 4558, 3277, 3186, 3276, 5352]
05746;[4700, 4437, 3373, 6182, 5059, 2031, 5921, 6711, 1303, 3971]
05747;[4942, 2128, 4444, 4038, 1935, 603, 3916, 4443, 2013, 4213]
05748;[4811, 3737, 4748, 5968, 2627, 1590, 5451, 6644, 3764, 5469]
05749;[973, 3069, 6603, 206, 4740, 356, 2515, 4164, 2087, 2733]
05750;[5530, 4715, 3224, 3391, 6314, 3392, 5222, 2609, 6479, 53]
05751;[957, 6493, 3950, 4443, 3155, 3953, 4444, 5999, 1613, 3952]
05752;[5087, 4115, 24, 5486, 5485, 6333, 5352, 1224, 3077, 3487]
05753;[5486, 5087, 6333, 3252, 5159, 5841, 4311, 5485, 24, 2184]
05754;[5087, 5486, 6333, 5485, 5551, 24, 310, 554, 5085, 4311]
05755;[1305, 4399, 425, 1351, 3952, 1804, 2049, 3918, 29, 5428]
05756;[175, 5084, 6333, 892, 2630, 6245, 70, 6252, 6241, 5652]
05757;[892, 175, 5084, 5428, 1906, 4028, 207, 5828, 4274, 2864]
05758;[175, 2534, 892, 6333, 5084, 261, 5725, 3318, 4137, 49]
05759;[892, 175, 2309, 5084, 328, 3800, 1181, 2917, 1957, 4024]
05761;[4139, 4119, 6034, 6325, 49, 3952, 3689, 4443, 2619, 6333]
05762;[1390, 6034, 3952, 4139, 49, 6333, 5810, 6763, 2619, 4964]
05763;[6603, 1613, 3679, 973, 717, 4740, 2087, 6437, 3874, 1851]
05764;[470, 808, 2596, 4234, 6136, 2742, 1776, 5877, 1945, 3418]
05765;[6026, 6027, 5868, 3187, 3443, 2010, 4288, 5807, 4210, 3183]
05766;[3892, 5534, 5890, 5498, 1993, 3893, 3894, 1379, 1618, 6131]
05767;[6582, 5819, 5947, 6579, 3932, 4838, 6695, 3716, 2461, 4438]
05768;[2967, 2127, 5200, 6138, 4627, 6715, 488, 3018, 4521, 2478]
05769;[53, 165, 3242, 605, 2879, 4594, 5738, 5477, 2880, 3187]
05770;[5931, 5440, 6536, 2584, 1556, 2686, 6603, 4020, 385, 3842]
05771;[4252, 422, 1545, 398, 493, 6321, 6743, 6766, 5526, 750]
05772;[3441, 1883, 2721, 2354, 2766, 5284, 895, 1192, 4788, 4396]
05773;[5486, 5485, 5087, 6333, 5084, 2251, 3269, 6441, 6429, 5518]
05774;[5486, 5956, 5159, 6335, 5841, 3252, 5414, 48, 5158, 4347]
05775;[2251, 628, 4213, 5122, 2207, 5159, 3269, 4038, 6333, 6152]
05776;[5159, 3016, 2778, 3250, 1613, 3252, 5486, 501, 2181, 5158]
05777;[6154, 5530, 5207, 3598, 3267, 53, 2604, 1981, 4894, 3460]
05778;[643, 729, 884, 4616, 2468, 5596, 3808, 5195, 5808, 4248]
05779;[4025, 1531, 49, 4028, 6451, 950, 340, 4209, 166, 3932]
05781;[5551, 5087, 5486, 5490, 5489, 677, 5554, 6333, 3269, 5518]
05782;[5551, 3628, 982, 5489, 5490, 5087, 5486, 372, 158, 5518]
05783;[5551, 5490, 5486, 5489, 5087, 5485, 911, 6333, 5491, 5085]
05784;[947, 6364, 3819, 2339, 1705, 2205, 3198, 928, 1770, 6365]
05785;[947, 6364, 1908, 3819, 5819, 611, 5359, 5305, 2914, 260]
05786;[6588, 6312, 4492, 5945, 4105, 5918, 5283, 6138, 4627, 6579]
05787;[5945, 6312, 6588, 4492, 6333, 6585, 4835, 5087, 5918, 4627]
05788;[6586, 6312, 1959, 6131, 6132, 2207, 3363, 4867, 6202, 4197]
05789;[1909, 5430, 479, 5561, 478, 3560, 2701, 4627, 4691, 3830]
05790;[6222, 5356, 6457, 2966, 3393, 1491, 6482, 4463, 5563, 4628]
05791;[4632, 3153, 1791, 3187, 6520, 3186, 1439, 4768, 362, 5019]
05792;[4319, 983, 1791, 2459, 3471, 3821, 5619, 65, 2472, 4632]
05793;[1791, 3187, 3153, 4632, 4768, 3186, 5019, 362, 2287, 6520]
05794;[6709, 5472, 1067, 6708, 1326, 1076, 6525, 356, 4636, 5344]
05795;[6521, 1613, 1233, 6709, 842, 4300, 2514, 6520, 2049, 4299]
05796;[6225, 6140, 6722, 4408, 1259, 3440, 6000, 2233, 4842, 994]
05797;[563, 3373, 6711, 5059, 4700, 1586, 604, 6438, 5236, 54]
05798;[5123, 3912, 6580, 505, 2953, 3918, 5906, 4505, 507, 5512]
05799;[6536, 458, 1390, 1034, 6661, 3321, 1687, 1781, 782, 5924]
05801;[1928, 6660, 1021, 6023, 6659, 1622, 1254, 1926, 2566, 877]
05802;[2187, 437, 5651, 5280, 6087, 391, 2188, 4837, 6602, 1806]
05803;[911, 5797, 2461, 1410, 4982, 1491, 3745, 5282, 5032, 2545]
05804;[418, 419, 2863, 951, 6613, 1051, 4864, 3269, 2128, 6333]
05805;[1904, 802, 3982, 3136, 995, 2862, 2246, 6660, 215, 6656]
05806;[5512, 3142, 5514, 505, 4472, 2651, 2544, 5360, 6359, 3039]
05807;[884, 6547, 3706, 2104, 643, 505, 2733, 4957, 3202, 2595]
05808;[5819, 2151, 4828, 5575, 6522, 2249, 6579, 370, 2696, 4778]
05809;[5490, 5551, 5489, 5087, 5486, 2616, 3269, 5684, 6333, 5491]
05810;[104, 4856, 4902, 4885, 1050, 501, 5880, 199, 4238, 314]
05811;[3641, 3918, 581, 2293, 587, 3570, 5941, 5070, 6248, 1586]
05812;[5360, 4885, 5311, 5492, 3570, 3689, 1050, 3641, 622, 2784]
05813;[6353, 3203, 3536, 3817, 3313, 3309, 3336, 5680, 179, 79]
05814;[352, 4766, 3399, 4745, 6673, 5579, 100, 1723, 2544, 2335]
05815;[6248, 1666, 1355, 3186, 5277, 87, 3187, 3434, 1439, 5808]
05816;[3549, 501, 1659, 1399, 5245, 298, 5558, 2283, 2984, 5070]
05817;[5070, 4310, 5123, 3271, 1163, 3997, 298, 4281, 889, 6387]
05818;[6091, 4712, 322, 5130, 251, 3967, 6375, 2695, 321, 2902]
05819;[5486, 5485, 5087, 6333, 5352, 5491, 3269, 4631, 1887, 677]
05821;[5087, 5486, 6333, 5367, 5352, 6559, 3782, 6034, 5085, 4631]
05822;[5819, 5103, 260, 5102, 3368, 6620, 6412, 6284, 2706, 6435]
05823;[1034, 6430, 2636, 6536, 6087, 3930, 1745, 4838, 5186, 6201]
05824;[2367, 3187, 5186, 2950, 5881, 245, 1635, 6248, 1399, 5349]
05825;[3679, 6603, 2087, 973, 4740, 717, 1851, 205, 3067, 2118]
05826;[3731, 3523, 6023, 1409, 4406, 4291, 4115, 1364, 60, 5105]
05827;[4937, 6119, 3952, 618, 5352, 5474, 42, 1622, 3155, 982]
05828;[3291, 2301, 2074, 2300, 5863, 6587, 2966, 6766, 4463, 2351]
05829;[2967, 6333, 4528, 4639, 5590, 2989, 4213, 6766, 4530, 2301]
05830;[2751, 1611, 5956, 1613, 5486, 5491, 2381, 3263, 5590, 2324]
05831;[2309, 5428, 458, 3952, 3155, 6765, 4261, 3282, 2564, 4708]
05832;[5087, 546, 554, 1588, 5084, 3269, 338, 5085, 3083, 6001]
05833;[1531, 1305, 356, 5275, 5428, 6213, 4884, 3282, 5078, 4399]
05834;[5486, 5485, 4627, 2251, 6333, 1586, 313, 5590, 5275, 4347]
05835;[1161, 5400, 1166, 4026, 1165, 3016, 3198, 6368, 5311, 3206]
05836;[2862, 2408, 290, 4140, 3366, 2616, 2384, 4980, 1690, 113]
05837;[5159, 2184, 3252, 2346, 6521, 5740, 4300, 5158, 1233, 2514]
05838;[792, 3816, 3003, 24, 6259, 3731, 6260, 3856, 1926, 6236]
05839;[3003, 1780, 932, 3285, 617, 4854, 3366, 5653, 4835, 5178]
05841;[6719, 6190, 1852, 443, 3780, 6034, 2783, 750, 6578, 2773]
05842;[4902, 4238, 5440, 5528, 5472, 3167, 5651, 3016, 2502, 3929]
05843;[2741, 6356, 3636, 3571, 413, 42, 2742, 5596, 3950, 6324]
05844;[5234, 5474, 1169, 6677, 6067, 5062, 638, 4894, 4234, 5126]
05845;[2436, 2233, 2222, 2223, 1659, 2228, 3971, 6359, 2976, 4051]
05846;[1390, 5529, 787, 442, 4119, 51, 6243, 3143, 4710, 3619]
05847;[5535, 787, 338, 6699, 5534, 1390, 3160, 5877, 5275, 1892]
05848;[1733, 3090, 1337, 29, 3536, 1710, 3116, 3159, 4280, 1692]
05849;[1909, 338, 5785, 5275, 6398, 5078, 783, 1967, 2189, 6673]
05850;[2668, 5785, 1909, 1337, 5275, 994, 6673, 2991, 1523, 5078]
05851;[2629, 4532, 4046, 147, 3485, 362, 1518, 4428, 2791, 6046]
05852;[4532, 26, 1518, 5472, 2907, 1911, 5277, 330, 4260, 3485]
05853;[4708, 4756, 4758, 5925, 4707, 4724, 6496, 4710, 5859, 4712]
05854;[1443, 1693, 2181, 6660, 1305, 313, 4140, 49, 3192, 4273]
05855;[1843, 2862, 419, 4851, 5932, 2384, 4208, 5087, 6655, 1906]
05856;[1938, 4543, 4813, 2298, 3623, 72, 3620, 1939, 2536, 738]
05857;[6442, 1224, 2778, 337, 4211, 5684, 4213, 4101, 2751, 6429]
05858;[5158, 2346, 5159, 1276, 1726, 1275, 2184, 4299, 337, 5740]
05859;[83, 50, 842, 3642, 841, 4774, 4753, 4416, 5865, 4573]
05861;[4811, 3737, 4748, 5968, 2627, 1590, 5451, 6644, 3764, 5469]
05862;[5036, 5915, 5736, 5826, 3160, 3642, 4140, 4103, 5029, 48]
05863;[3371, 5868, 2645, 2303, 3351, 5658, 2601, 4438, 6656, 3949]
05864;[4730, 4838, 3835, 2573, 6683, 4837, 2784, 1022, 3747, 3344]
05865;[3183, 1439, 3485, 5837, 5019, 2604, 3153, 3186, 1394, 6767]
05866;[1613, 5417, 6739, 40, 3622, 2211, 6543, 2036, 2013, 4495]
05867;[2293, 581, 5876, 4243, 2384, 1275, 2987, 1530, 4980, 2324]
05868;[4373, 5286, 2880, 567, 6650, 126, 1472, 2293, 5938, 5937]
05869;[567, 6650, 3976, 2293, 5187, 5546, 5947, 2251, 802, 2354]
05870;[3954, 2293, 503, 4157, 2775, 3683, 5234, 6632, 1391, 4527]
05871;[2181, 313, 24, 3077, 289, 6476, 1801, 4860, 2515, 2919]
05872;[5370, 3213, 5202, 4105, 4275, 3976, 5283, 488, 2127, 4948]
05873;[2284, 1781, 2726, 3659, 3713, 5990, 5692, 1390, 2553, 2417]
05874;[3858, 2427, 204, 3537, 428, 5493, 3815, 2132, 2425, 2547]
05875;[2207, 3768, 787, 2371, 2348, 3104, 18, 633, 2538, 6711]
05876;[3918, 2130, 609, 4281, 369, 2919, 5275, 5388, 3997, 6118]
05877;[2348, 3271, 6278, 3997, 787, 3049, 2207, 1214, 1224, 1718]
05878;[3642, 1531, 4740, 4753, 1261, 5956, 49, 5005, 4028, 4872]
05879;[684, 100, 2599, 4091, 2976, 2013, 1623, 4940, 3302, 5569]
05881;[3025, 1288, 2466, 2399, 4193, 5333, 2013, 5761, 5729, 3083]
05882;[1271, 3314, 3313, 2977, 1272, 1333, 1051, 514, 4952, 3886]
05883;[4971, 5880, 1721, 2780, 6476, 2951, 1725, 1720, 2949, 1421]
05884;[6371, 1801, 2324, 5956, 501, 6491, 314, 15, 289, 1830]
05885;[3252, 6543, 5443, 5819, 2251, 4740, 5159, 3269, 1241, 5841]
05886;[4740, 5956, 628, 3311, 5433, 6215, 476, 5196, 6214, 6543]
